"Backend Name","Backend Rate","V6 Function Name"
"HEDISHPCNE2019MedMonitorPersistentMedsTotal",Default,"measure.HEDISHPCNE2019MedMonitorPersistentMedsTotal"
HEDISMY2020ABXlinco,Default,measure.HEDIS_MY2020_ABX
HEDISMY2020PDS1,alp.cln.enc,"measure.HEDIS_MY2020_PDSE"
HEDISPMNIMY2020CISCMB7,Default,"measure.HEDISPMNIMY2020CISCMB7"
HEDISMY2021SAA,Default,measure.HEDIS_MY2021_SAA
"HedisChildhoodImmunizationStatus",Default,"measure.HedisChildhoodImmunizationStatus"
HEDISHPNEMY2020AAP65Plus,Default,"measure.HEDISHPNEMY2020AAP65Plus"
"HEDISPM2020TeleHealthAdjCDCA1cTesting",Default,"measure.HEDISPM2020TeleHealthAdjCDCA1cTesting"
HEDISHPNEMY2020IETAOT,Default,"measure.HEDISHPNEMY2020IETAOT"
HedisCDCbpControl,Default,"measure.HedisCDCbpControl"
OHA2021AdultDiabetes,alp.nec,"measure.OHA_2021_AdultDiabetesOralEvaluation"
"HEDISHPC2018MedManageAsthma50Percent12to18",Default,"measure.HEDISHPC2018MedManageAsthma50Percent12to18"
"HEDISHPC2020TelehealthAdjSSD",Default,"measure.HEDISHPC2020TelehealthAdjSSD"
HEDISMY2021AISTD,alp.clm.nec,"measure.HEDIS_MY2021_AISE"
HEDISMY2021CRE2,alp.cln.age[65-200],measure.HEDIS_MY2021_CRE
HEDISMY2020IETBAL,alp.clm,measure.HEDIS_MY2020_IET
HEDISMY2020URIA,alp.cln.enc.age[18-64],measure.HEDIS_MY2020_URI
AMPMY2020CISHIB,alp.cln.nec,measure.AMPMY2020CISHIB
HEDISMY2021PND2B,alp.clm,"measure.HEDIS_MY2021_PNDE"
"CCO2016AlcoholandDrugMisuse",Default,"measure.CCO2016AlcoholandDrugMisuse"
HEDISMY2020WCV,alp.clm.nec.age[18-21],measure.HEDIS_MY2020_WCV
"HEDISHPC2020TelehealthAdjFUH7Day",Default,"measure.HEDISHPC2020TelehealthAdjFUH7Day"
HEDISMY2021CHL,alp.nec.age[16-20],measure.HEDIS_MY2021_CHL
HEDISMY2021KED,alp.clm.nec,measure.HEDIS_MY2021_KED
HEDISMY2020FMC,alp.cln.nec.age[18-64],measure.HEDIS_MY2020_FMC
"HEDISHPNE2020APMBloodGlucose1to17",Default,"measure.HEDISHPNE2020APMBloodGlucose1to17"
HEDISMY2020FUH7,alp.cln.nec,measure.HEDIS_MY2020_FUH
HEDISMY2021BILHDMCOMP,alp.inv,measure.HEDIS_MY2021_CDC
HEDISPM2020SAA,Default,measure.HEDISPM2020SAA
HEDISHPCNEMY2020ADD2,Default,"measure.HEDISHPCNEMY2020ADD2"
"AZMedicaidChildhoodImmPCV",Default,"measure.AZMedicaidChildhoodImmPCV"
HEDISMY2020IETBT,alp.cln,measure.HEDIS_MY2020_IET
HEDISMY2020ABXother,alp.clm.nec,measure.HEDIS_MY2020_ABX
"Hedis2017PharyngitisTestingNoInteractionClaims",Default,"measure.Hedis2017PharyngitisTestingNoInteractionClaims"
"HEDISHPC2020TelehealthAdjDSFFollowUp45to64",Default,"measure.HEDISHPC2020TelehealthAdjDSFFollowUp45to64"
HEDISMY2020IETBAL,alp.cln.nec.age[13-64],measure.HEDIS_MY2020_IET
"HEDISHP2018OsteoporosisManagement",Default,"measure.HEDISHP2018OsteoporosisManagement"
"HEDISHPC2018ChlamydiaScreening",Default,"measure.HEDISHPC2018ChlamydiaScreening"
HEDISMY2021IETBT,alp.clm.nec.age[13-17],measure.HEDIS_MY2021_IET
"HEDISPM2020DiabetesStatinAdherence",Default,"measure.HEDISPM2020DiabetesStatinAdherence"
"HEDISPM2020BetaBlockerPostAMI",Default,"measure.HEDISPM2020BetaBlockerPostAMI"
HEDISHPCNEMY2020MPTANY,Default,"measure.HEDISHPCNEMY2020MPTANY"
HEDISMY2021CDC9,alp,measure.HEDIS_MY2021_CDC
HEDISMY2021FSPTKR,alp.clm,measure.HEDIS_MY2021_FSP
"HEDISHPNE2018AODInitiationOther",Default,"measure.HEDISHPNE2018AODInitiationOther"
HEDISCERTMY2020ASFA,Default,"measure.HEDISCERTMY2020ASFA"
HEDISPMNIMY2020AAP,Default,"measure.HEDISPMNIMY2020AAP"
HEDISHPMY2020COL,Default,measure.HEDISHPMY2020COL
HEDISMY2021CDC4,alp,measure.HEDIS_MY2021_CDC
"HEDISHP2019DepressionScreen",Default,"measure.HEDISHP2019DepressionScreen"
HEDISPMHPMY2020APM2,Default,"measure.HEDISPMHPMY2020APM2"
HEDISPMNIMY2020CISCMB4,Default,"measure.HEDISPMNIMY2020CISCMB4"
HEDISMY2021WCV,alp.nec,measure.HEDIS_MY2021_WCV
2020CMSACO38,Default,"measure.CMSACO382020AdmitRateMultCond"
"HEDISPMHP2018ChlamydiaScreening",Default,"measure.HEDISPMHP2018ChlamydiaScreening"
HEDISHPMY2020WCV,Default,measure.HEDISHPMY2020WCV
"HEDISPMHP2018PsychosocialCare12to17",Default,"measure.HEDISPMHP2018PsychosocialCare12to17"
HEDISMY2020ADV,alp,measure.HEDIS_MY2020_ADV
"HEDISHP2020CvdStatinAdherence",Default,"measure.HEDISHP2020CvdStatinAdherence"
HEDISMY2021AHUT,ine,measure.HEDIS_MY2021_AHU
HEDISCERTMY2020PODB,Default,"measure.HEDISCERTMY2020PODB"
"HEDISPMNI2020WCCNutrition12to17",Default,"measure.HEDISPMNI2020WCCNutrition12to17"
HEDISMY2021PRSCMBB,ine,"measure.HEDIS_MY2021_PRSE"
MH2020CBP,Default,measure.MH2020CBP
AMPMY2020PDC3,alp.cln,measure.AMPMY2020PDC3
HEDISMY2021LBP,alp.clm.nec,measure.HEDIS_MY2021_LBP
HEDISMY2020URI,age[18-64],measure.HEDIS_MY2020_URI
HEDISMY2020ASFA,alp.nec,"measure.HEDIS_MY2020_ASFE"
HEDISHPCNEMY2020WCCB,Default,"measure.HEDISHPCNEMY2020WCCB"
HEDISMY2020AISINFL,Default,measure.HEDIS_MY2020_AIS
OHA2021TobaccoScreen,alp,measure.OHA_2021_CSP
"Hedis2016CDCFootExamination",Default,"measure.Hedis2016CDCFootExamination"
HEDISMY2021FUA30,alp.cln.age[13-17],measure.HEDIS_MY2021_FUA
"CCO2020AODEngagementTotal13to17",Default,"measure.CCO2020AODEngagementTotal13to17"
HEDISMY2021COL45,alp.cln.enc,"measure.HEDIS_MY2021_COL45"
HEDISMY2020FSPTKR,alp.clm.nec,measure.HEDIS_MY2020_FSP
OHA2021WCV,alp.cln.nec,measure.OHA_2021_WCV
"HEDISPMHP2019ChildPrimaryCare7to19",Default,"measure.HEDISPMHP2019ChildPrimaryCare7to19"
OHA2022AdolImmIMACMB2,alp.clm,measure.OHA_2022_AdolImm
HEDISMY2020PRSCMBA,alp.clm.nec,"measure.HEDIS_MY2020_PRSE"
CCCNWellCare12to21,Default,"measure.CCCNWellCare12to21"
HEDISMY2021DDE2,alp.clm.nec,measure.HEDIS_MY2021_DDE
"HEDISPM2020CDCA1cControlLessThan7",Default,"measure.HEDISPM2020CDCA1cControlLessThan7"
HEDISMY2020IADTELAL,Default,measure.HEDIS_MY2020_IAD
"HEDISPMHP2018MedManageAsthma75Percent5to11",Default,"measure.HEDISPMHP2018MedManageAsthma75Percent5to11"
HEDISMY2020AHUM,alp.clm,measure.HEDIS_MY2020_AHU
"HEDISPMNI2018WellChild15Months4Visits",Default,"measure.HEDISPMNI2018WellChild15Months4Visits"
HEDISMY2020SPCA,alp.cln.nec,measure.HEDIS_MY2020_SPC
HEDISHPMY2020WCCC3to11,Default,"measure.HEDISHPMY2020WCCC3to11"
HEDISMY2020URI,alp.cln.inv.age[65-200],measure.HEDIS_MY2020_URI
HEDISHP2020DDETotal,Default,"measure.HEDISHP2020DDETotal"
HEDISMY2020TRCE,alp.cln,measure.HEDIS_MY2020_TRC
"HEDISPMHP2018AODInitiationOpioid",Default,"measure.HEDISPMHP2018AODInitiationOpioid"
"NQF0024PhysicalActivityCounselingAges311",Default,"measure.NQF0024PhysicalActivityCounselingAges311"
HEDISMY2021IETBOP,alp.nec.age[13-17],measure.HEDIS_MY2021_IET
"HEDISPMHP2019CDCA1cPoorControl",Default,"measure.HEDISPMHP2019CDCA1cPoorControl"
HEDISMY2021COA2,alp.clm,measure.HEDIS_MY2021_COA
"HEDISPMNI2020FUI7day65plus",Default,"measure.HEDISPMNI2020FUI7day65plus"
"HEDISHPCNE2019CDCA1cTesting",Default,"measure.HEDISHPCNE2019CDCA1cTesting"
HEDISPMHP2020OMW,Default,measure.HEDISPMHP2020OMW
HEDISMY2021FUM30,alp.nec.age[65-200],measure.HEDIS_MY2021_FUM
"HEDISPMHP2020APMBloodGlucose1to17",Default,"measure.HEDISPMHP2020APMBloodGlucose1to17"
HEDISMY2020AHUS,alp.nec,measure.HEDIS_MY2020_AHU
HEDISMY2020CRE2,alp.nec.age[18-64],measure.HEDIS_MY2020_CRE
HEDISMY2021FSPCHC,alp.cln.nec,measure.HEDIS_MY2021_FSP
"HEDISPMHP2019NonRecCervicalCancerScreening",Default,"measure.HEDISPMHP2019NonRecCervicalCancerScreening"
HEDISMY2020IADINPOT,Default,measure.HEDIS_MY2020_IAD
HEDISMY2020IETAOT,alp.age[13-17],measure.HEDIS_MY2020_IET
HEDISMY2020APP,Default,measure.HEDIS_MY2020_APP
HEDISHPCNEMY2020PODA,Default,"measure.HEDISHPCNEMY2020PODA"
"HEDISHPNE2020AODEngagementOpioid",Default,"measure.HEDISHPNE2020AODEngagementOpioid"
"HEDISHPC2019CvdStatinReceived",Default,"measure.HEDISHPC2019CvdStatinReceived"
HEDISMY2020W30A,alp,measure.HEDIS_MY2020_W30
HEDISMY2020CBP,alp.cln.nec.age[18-64],measure.HEDIS_MY2020_CBP
MH2018ControlHighBP,Default,"measure.MH2018ControlHighBP"
"PQI902020OverallCompositeClaims",Default,"measure.PQI902020OverallCompositeClaims"
HEDISMY2020FUH7,Default,measure.HEDIS_MY2020_FUH
HEDISMY2021ASFA,alp.cln.enc,"measure.HEDIS_MY2021_ASFE"
HEDISHPMY2020IETBOP,Default,"measure.HEDISHPMY2020IETBOP"
HEDISMY2020CRE4,alp.cln,measure.HEDIS_MY2020_CRE
"HEDIS2016OlderAdultsFuncStatus",Default,"measure.HEDIS2016OlderAdultsFuncStatus"
"HEDISPMNI2020DepressionResponse",Default,"measure.HEDISPMNI2020DepressionResponse"
HEDISCERTMY2020AMBER,Default,"measure.HEDISCERTMY2020AMBER"
"HEDISPM2018AODInitiationAlcohol",Default,"measure.HEDISPM2018AODInitiationAlcohol"
"HedisAntidepressantMedicationManagementAcute",Default,"measure.HedisAntidepressantMedicationManagementAcute"
HEDISMY2020CDC9,alp,measure.HEDIS_MY2020_CDC
"HEDISHPNE2019DiabetesMonitoringforSchizo",Default,"measure.HEDISHPNE2019DiabetesMonitoringforSchizo"
HEDISMY2021IADINPAL,alp.clm.nec,measure.HEDIS_MY2021_IAD
HEDISMY2021SPR,alp.nec,measure.HEDIS_MY2021_SPR
HEDISHPCMY2020DRRC,Default,"measure.HEDISHPCMY2020DRRC"
"HEDISHPCNE2020TelehealthAdjAntidepressantMedManage",Default,"measure.HEDISHPCNE2020TelehealthAdjAntidepressantMedManage"
HEDISPMHPMY2020WCCB3to11,Default,"measure.HEDISPMHPMY2020WCCB3to11"
"HEDISPMNI2020AAPCommercial20to44",Default,"measure.HEDISPMNI2020AAPCommercial20to44"
CCO2017LdlScreening,Default,"measure.CCO2017LdlScreening"
HEDISMY2020URIB,alp.clm.age[18-64],measure.HEDIS_MY2020_URI
"FUHMentalIllness7DayNQF0576QID391Year2019",Default,"measure.FUHMentalIllness7DayNQF0576QID391Year2019"
HEDISMY2021IETAOT,alp.clm.nec,measure.HEDIS_MY2021_IET
HEDISMY2021COUB,alp.cln.enc,measure.HEDIS_MY2021_COU
HEDISMY2021WCCA,alp.clm.nec.age[3-11],measure.HEDIS_MY2021_WCC
HEDISCERTMY2020COA2,Default,"measure.HEDISCERTMY2020COA2"
"CCO2018AdolescentWellCareVisits",Default,"measure.CCO2018AdolescentWellCareVisits"
HEDISMY2020CISCMB10,alp.cln.enc,measure.HEDIS_MY2020_CIS
"HEDISPM2018ChildPrimaryCare7to11",Default,"measure.HEDISPM2018ChildPrimaryCare7to11"
HEDISHP2019DentalVisit,Default,"measure.HEDISHP2019DentalVisit"
HEDISMY2021CDC10,alp,measure.HEDIS_MY2021_CDC
HEDISMY2020URI,alp.cln.inv.age[0-17],measure.HEDIS_MY2020_URI
"HEDISHPCNE2020TeleHealthAdjCDCNephropathy",Default,"measure.HEDISHPCNE2020TeleHealthAdjCDCNephropathy"
HEDISMY2020IADINPT,alp.cln.enc,measure.HEDIS_MY2020_IAD
"RADiseaseAssessmentQID179",Default,"measure.RADiseaseAssessmentQID179"
HEDISMY2021ABXclind,alp.cln.enc,"measure.HEDIS_MY2021_ABXclind"
"CCO2018DevelopmentalScreening3yo",Default,"measure.CCO2018DevelopmentalScreening3yo"
HEDISMY2020DSFA,alp.clm.nec.age[12-17],"measure.HEDIS_MY2020_DSFE"
HEDISMY2021IETAAL,alp.nec,measure.HEDIS_MY2021_IET
HEDISMY2021FUH7,alp.clm.nec.age[6-64],measure.HEDIS_MY2021_FUH
OHA2022ChildImmCISMMR,alp.clm,"measure.OHA_2022_ChildhoodImm"
"HEDISHPNE2019AntidepressantMedManagementAcute",Default,"measure.HEDISHPNE2019AntidepressantMedManagementAcute"
OHA2022PreventiveOral,alp.cln.nec,"measure.OHA_2022_PREVENTIVEDENTAL"
HEDISHPMY2020CISCMB3,Default,"measure.HEDISHPMY2020CISCMB3"
HEDISMY2020AISTD,alp.cln.age[65-200],measure.HEDIS_MY2020_AIS
HEDISMY2021DRRC,alp.cln.nec,"measure.HEDIS_MY2021_DRRE"
HEDISMY2021CDC4,alp.inv,measure.HEDIS_MY2021_CDC
HEDISMY2020ADD2,alp.cln.enc,measure.HEDIS_MY2020_ADD
HEDISMY2021CWP,ine,measure.HEDIS_MY2021_CWP
HEDISMY2021PRSINFL,alp.cln,"measure.HEDIS_MY2021_PRSE"
HEDISHP2017CDCBPControl,Default,"measure.HEDISHP2017CDCBPControl"
"CMS134v8DMNephropathyClinical",Default,"measure.CMS134v8DMNephropathyClinical"
HEDISMY2021CISCMB7,alp.clm,measure.HEDIS_MY2021_CIS
"HEDISHPC2020WCCNutrition12to17",Default,"measure.HEDISHPC2020WCCNutrition12to17"
HEDISMY2021URI,alp.cln.inv,measure.HEDIS_MY2021_URI
"HedisAdolescentImmunizationsNoInteraction",Default,"measure.HedisAdolescentImmunizationsNoInteraction"
HEDISMY2021IETBOT,alp.cln,measure.HEDIS_MY2021_IET
HEDISMY2020CISOPV,alp.cln,measure.HEDIS_MY2020_CIS
HEDISMY2020IETBOP,alp.age[13-64],measure.HEDIS_MY2020_IET
"HEDISPMNI2019EdAODFollowUp7Day",Default,"measure.HEDISPMNI2019EdAODFollowUp7Day"
HEDISMY2020IETAAL,alp.cln.enc.age[13-17],measure.HEDIS_MY2020_IET
"Hedis2017WellChild3to6NoInteraction",Default,"measure.Hedis2017WellChild3to6NoInteraction"
HEDISHPNE2020CWP18to64,Default,"measure.HEDISHPNE2020CWP18to64"
ACO2015BMIScreening,Default,"measure.ACO2015BMIScreening"
"HEDISHPCNE2019UtilizationPHQ9AssessmentPeriod1",Default,"measure.HEDISHPCNE2019UtilizationPHQ9AssessmentPeriod1"
"HEDISHPNE2018OlderAdultsPainAssess",Default,"measure.HEDISHPNE2018OlderAdultsPainAssess"
HEDISMY2021PDS2,alp.clm,"measure.HEDIS_MY2021_PDSE"
"CCO2020TobaccoUsersClinical",Default,"measure.CCO2020TobaccoUsersClinical"
HEDISMY2021AMR,alp.cln.enc.age[51-64],measure.HEDIS_MY2021_AMR
HEDISMY2020UOPB,alp.cln,measure.HEDIS_MY2020_UOP
HEDISMY2021FSPMAST,alp.cln,measure.HEDIS_MY2021_FSP
"CCO2018DentalSealant10to14",Default,"measure.CCO2018DentalSealant10to14"
HEDISMY2021DRRB,ine,"measure.HEDIS_MY2021_DRRE"
HEDISMY2020PRSTDA,alp.cln.enc,"measure.HEDIS_MY2020_PRSE"
CMSCORE2021CCPMME60,alp.clm,"measure.CMS_CORE_2021_CCP"
HEDISMY2020FUI30,Default,measure.HEDIS_MY2020_FUI
HEDISPMMY2020FUA7,Default,"measure.HEDISPMMY2020FUA7"
"HEDISHPC2019InpatientUtilizationIP",Default,"measure.HEDISHPC2019InpatientUtilizationIP"
"HEDISHPC2020TelehealthAdjFUM30Day6to17",Default,"measure.HEDISHPC2020TelehealthAdjFUM30Day6to17"
HEDISMY2020CISCMB8,alp.clm.nec,measure.HEDIS_MY2020_CIS
HEDISMY2021IADOUTT,alp.clm.nec,measure.HEDIS_MY2021_IAD
HEDISMY2021AAB,alp.clm.nec.age[0-17],measure.HEDIS_MY2021_AAB
HEDISMY2020CISMMR,alp.cln.nec,measure.HEDIS_MY2020_CIS
"HEDISHPNE2020URI18to64Inverse",Default,"measure.HEDISHPNE2020URI18to64Inverse"
"HEDISPMMY2020IETBOP18plus",Default,"measure.HEDISPMMY2020IETBOP18plus"
HEDISMY2020MPTTEL,alp.cln,measure.HEDIS_MY2020_MPT
HEDISMY2020FUM30,alp.clm.age[18-64],measure.HEDIS_MY2020_FUM
UDS2019ChildhoodWeight,Default,"measure.UDS2019ChildhoodWeight"
HEDISMY2021AISPNEU,alp.clm.nec.age[65-200],"measure.HEDIS_MY2021_AISE"
HEDISMY2020IETBOP,alp.clm.age[13-64],measure.HEDIS_MY2020_IET
"HEDISPMHP2020PharyngitisTesting",Default,"measure.HEDISPMHP2020PharyngitisTesting"
HEDISPMNIMY2020WCV3to11,Default,"measure.HEDISPMNIMY2020WCV3to11"
HEDISPM2020NCS,Default,measure.HEDISPM2020NCS
"CMS122v9DiabetesA1cNotPoorControl",Default,"measure.CMS122v9DiabetesA1cNotPoorControl"
OHA2021ChildImmC2CISVZV,alp.nec,"measure.OHA_2021_ChildhoodImmC2"
HEDISMY2021IADINPAL,alp,measure.HEDIS_MY2021_IAD
"AZMedicaid2019PostpartumContraceptive60Day15to20",Default,"measure.AZMedicaid2019PostpartumContraceptive60Day15to20"
HEDISMY2021MPTINP,alp.nec,measure.HEDIS_MY2021_MPT
HEDISMY2020ASFA,alp.clm,"measure.HEDIS_MY2020_ASFE"
"HEDISPM2020TelehealthAdjSMD",Default,"measure.HEDISPM2020TelehealthAdjSMD"
HEDISMY2021CISDTP,alp.cln.enc,measure.HEDIS_MY2021_CIS
HEDISMY2021IADINPOT,alp,measure.HEDIS_MY2021_IAD
"HEDISPM2019UtilizationPHQ9AssessmentPeriod1",Default,"measure.HEDISPM2019UtilizationPHQ9AssessmentPeriod1"
HEDISMY2021ADD1,alp.cln.nec,measure.HEDIS_MY2021_ADD
HEDISPMNIMY2020FUA7,Default,"measure.HEDISPMNIMY2020FUA7"
"HEDISPM2018WellChild15Months6Visits",Default,"measure.HEDISPM2018WellChild15Months6Visits"
HEDISMY2021AAB,alp.clm.age[0-17],measure.HEDIS_MY2021_AAB
"HEDISHPCNE2019CDCA1cNotPoorControl",Default,"measure.HEDISHPCNE2019CDCA1cNotPoorControl"
"HEDISHPCNE2019PharyngitisTesting",Default,"measure.HEDISHPCNE2019PharyngitisTesting"
HEDISMY2020PPC2A,alp.cln,measure.HEDIS_MY2020_PPC
"CCO2020AODEngagementOpioid18plus",Default,"measure.CCO2020AODEngagementOpioid18plus"
"HEDISHPNE2020FUM7Day18to64",Default,"measure.HEDISHPNE2020FUM7Day18to64"
HEDISHPMY2020IETAT13to17,Default,"measure.HEDISHPMY2020IETAT13to17"
HEDISMY2020AHUS,alp.cln.enc,measure.HEDIS_MY2020_AHU
HEDISMY2021FSPHYV,alp,measure.HEDIS_MY2021_FSP
"HEDISPM2019DiabetesStatinReceived",Default,"measure.HEDISPM2019DiabetesStatinReceived"
"HEDISIPP2018AdolescentImmC1",Default,"measure.HEDISIPP2018AdolescentImmC1"
HEDISHPCMY2020CWP,Default,"measure.HEDISHPCMY2020CWP"
"HEDISHPCNE2018NutritionCounselChildAdol",Default,"measure.HEDISHPCNE2018NutritionCounselChildAdol"
HEDISMY2020FUH7,alp.clm.age[6-64],measure.HEDIS_MY2020_FUH
HEDISMY2020PPC1B,alp.clm.nec,measure.HEDIS_MY2020_PPC
HEDISPMNIMY2020PDS1,Default,"measure.HEDISPMNIMY2020PDS1"
"HEDISHPCMY2020HDOAvoidance",Default,"measure.HEDISHPCMY2020HDOAvoidance"
"HEDISHPC2019DiabetesScreenforSchizo",Default,"measure.HEDISHPC2019DiabetesScreenforSchizo"
"HedisBMIPercentileforChildrenAdolescents",Default,"measure.HedisBMIPercentileforChildrenAdolescents"
HEDISHPCNEMY2020AMR5to11,Default,"measure.HEDISHPCNEMY2020AMR5to11"
"HEDISHPC2020TelehealthAdjFUM30Day",Default,"measure.HEDISHPC2020TelehealthAdjFUM30Day"
HEDISHPMY2020SPCA,Default,"measure.HEDISHPMY2020SPCA"
CCO2020AlcoholDrugSBIRT1,Default,"measure.CCO2020AlcoholDrugSBIRT1"
"UDS2019ChildhoodWeightClinicalSiteSpecific",Default,"measure.UDS2019ChildhoodWeightClinicalSiteSpecific"
"HEDISPMHP2018AntibioticAvoidBronchitis",Default,"measure.HEDISPMHP2018AntibioticAvoidBronchitis"
OHA2021CSP2,alp.cln,measure.OHA_2021_CSP
"CMS159v9DepressionRemission12to18Clinical",Default,"measure.CMS159v9DepressionRemission12to18Clinical"
HEDISMY2020CISINFL,Default,measure.HEDIS_MY2020_CIS
"Hedis2016MedMonitorDigoxin",Default,"measure.Hedis2016MedMonitorDigoxin"
"NQF0024NutritionAges317ClinicalSiteSpecific",Default,"measure.NQF0024NutritionAges317ClinicalSiteSpecific"
"HEDISHPC2019EdAODFollowUp30Day",Default,"measure.HEDISHPC2019EdAODFollowUp30Day"
CMSCORE2021CCPMME3,alp.clm.nec,"measure.CMS_CORE_2021_CCP"
HEDISMY2021FUH30,alp.clm.nec,measure.HEDIS_MY2021_FUH
HEDISMY2020W30B,Default,measure.HEDIS_MY2020_W30
"HEDISPMNI2019ChildhoodImmFlu",Default,"measure.HEDISPMNI2019ChildhoodImmFlu"
HEDISMY2020AISZOS,alp.clm,measure.HEDIS_MY2020_AIS
HEDISMY2020PODA,alp.clm,measure.HEDIS_MY2020_POD
AMPMY2020CISROTA,alp.cln,measure.AMPMY2020CISROTA
"HEDISHPC2018WellChild3to6",Default,"measure.HEDISHPC2018WellChild3to6"
"HEDISHPNE2020CardioMonitoringforSchizo",Default,"measure.HEDISHPNE2020CardioMonitoringforSchizo"
HEDISMY2020AAP,alp.cln.nec.age[20-44],measure.HEDIS_MY2020_AAP
"HEDISPM2020W15SixPlusVisits",Default,"measure.HEDISPM2020W15SixPlusVisits"
HEDISCERTMY2020CISROTA,Default,"measure.HEDISCERTMY2020CISROTA"
HEDISPMNIMY2020ART,Default,"measure.HEDISPMNIMY2020ART"
HEDISMY2021IADTELAL,alp.nec,measure.HEDIS_MY2021_IAD
MH2020DepressionScreen,Default,"measure.MH2020DepressionScreen"
HEDISMY2021COL45,alp.cln.nec,"measure.HEDIS_MY2021_COL45"
HEDISCERTMY2020CISDTP,Default,"measure.HEDISCERTMY2020CISDTP"
HEDISMY2020TRCEB,alp,measure.HEDIS_MY2020_TRC
"HEDISHPCMY2020IETAT18plus",Default,"measure.HEDISHPCMY2020IETAT18plus"
HEDISMY2021ABXconcern,alp.clm,"measure.HEDIS_MY2021_ABXconcern"
"HEDISHP2019BetaBlockerPostAMI",Default,"measure.HEDISHP2019BetaBlockerPostAMI"
HEDISHPCMY2020MPTTEL,Default,"measure.HEDISHPCMY2020MPTTEL"
"HEDISPMHP2020W15SixPlusVisits",Default,"measure.HEDISPMHP2020W15SixPlusVisits"
"HEDISHPNE2020AODInitiationAlcohol",Default,"measure.HEDISHPNE2020AODInitiationAlcohol"
HEDISMY2021HFSB,alp,measure.HEDIS_MY2021_HFS
"HEDISHPC2020CDCA1cNotPoorControl",Default,"measure.HEDISHPC2020CDCA1cNotPoorControl"
"IPP2020AdolescentPreventiveCareSubstance",Default,"measure.IPP2020AdolescentPreventiveCareSubstance"
"HEDISHP2019CopdSpirometry",Default,"measure.HEDISHP2019CopdSpirometry"
HEDISCERTMY2020W30A,Default,"measure.HEDISCERTMY2020W30A"
HEDISMY2020PPC2,alp.nec.age[0-64],measure.HEDIS_MY2020_PPC
HEDISHP2020CDCA1cTesting,Default,"measure.HEDISHP2020CDCA1cTesting"
HEDISMY2020MPTANY,alp.nec,measure.HEDIS_MY2020_MPT
HEDISMY2021PND2,ine,"measure.HEDIS_MY2021_PNDE"
"HEDISPMHP2018AntipsychAdhere",Default,"measure.HEDISPMHP2018AntipsychAdhere"
HEDISMY2021WCCA,alp.clm.nec.age[12-17],measure.HEDIS_MY2021_WCC
HEDISMY2021UOPA,alp.clm.nec,measure.HEDIS_MY2021_UOP
"PHQ9DepressionMonitoringSubMeasure2",Default,"measure.PHQ9DepressionMonitoringSubMeasure2"
"CMSChild2020LARCPostpartum3Day15to20",Default,"measure.CMSChild2020LARCPostpartum3Day15to20"
"HEDISHPCNE2020APMBloodGlucoseAndCholesterol12to17",Default,"measure.HEDISHPCNE2020APMBloodGlucoseAndCholesterol12to17"
"HEDISHPCNE2019AsthmaMedRatio",Default,"measure.HEDISHPCNE2019AsthmaMedRatio"
"HEDISHPCNE2019AdultAccessToHealthServicesTotal",Default,"measure.HEDISHPCNE2019AdultAccessToHealthServicesTotal"
HEDISMY2020ABXtet,Default,measure.HEDIS_MY2020_ABX
HEDISMY2020TRCE,alp.nec,measure.HEDIS_MY2020_TRC
HEDISPMHP2020CHL16to20,Default,"measure.HEDISPMHP2020CHL16to20"
HEDISMY2021CISCMB4,ine,measure.HEDIS_MY2021_CIS
HEDISHP2020WCCBMI3to11,Default,"measure.HEDISHP2020WCCBMI3to11"
HEDISMY2021WCCC,alp.cln.enc.age[3-11],measure.HEDIS_MY2021_WCC
HEDISMY2020FSPTHR,alp.cln,measure.HEDIS_MY2020_FSP
HEDISMY2020CCS,alp.clm.nec,measure.HEDIS_MY2020_CCS
HEDISPM2018PrenatalCare,Default,"measure.HEDISPM2018PrenatalCare"
HEDISMY2020COL,alp.nec,measure.HEDIS_MY2020_COL
HEDISHPCNE2019ChildURI,Default,"measure.HEDISHPCNE2019ChildURI"
HEDISMY2021IADTELAL,Default,measure.HEDIS_MY2021_IAD
HEDISMY2021WCCA,Default,measure.HEDIS_MY2021_WCC
CMS131v8DmEyeExam,Default,"measure.CMS131v8DmEyeExam"
HEDISMY2021WCV,alp.cln.enc.age[12-17],measure.HEDIS_MY2021_WCV
HEDISMY2020FUH30,alp.cln.enc,measure.HEDIS_MY2020_FUH
HEDISMY2020WCV,alp.cln.enc.age[12-21],measure.HEDIS_MY2020_WCV
HEDISHPCNE2020NCS,Default,"measure.HEDISHPCNE2020NCS"
HEDISMY2020IADOUTOP,alp.cln,measure.HEDIS_MY2020_IAD
HEDISMY2021BCS,alp.nec,measure.HEDIS_MY2021_BCS
HEDISMY2021CCS,alp.clm,measure.HEDIS_MY2021_CCS
HEDISHP2020APP,Default,measure.HEDISHP2020APP
"HEDISHPC2020APMBloodGlucose1to11",Default,"measure.HEDISHPC2020APMBloodGlucose1to11"
"Hedis2016AdultAccessToHealthServices20to44",Default,"measure.Hedis2016AdultAccessToHealthServices20to44"
HEDISCERTMY2020AISZOS,Default,"measure.HEDISCERTMY2020AISZOS"
OHA2022AdolImmIMACMB2,alp.cln.nec,measure.OHA_2022_AdolImm
HEDISMY2020URI,inv.age[65-200],measure.HEDIS_MY2020_URI
